title,main_genre,belongs_to_collection,budget,revenue,production_companies,vote_average,popularity,runtime,cast_size,crew_size,cast_tr,director_tr,production_company_tr,English,title_length,rel_year,rel_month
Space Dogs,Family,True,25.0,6.5,1.0,6.3,4.037707,85.0,10,4,8.468881999999999,0.0,0.0,False,9,2010,March
Repo Men,Action,False,32.0,18.409891,4.0,6.2,7.502967,111.0,15,14,3126.304513,0.0,27498.982466,True,7,2010,March
Diary of a Wimpy Kid,Comedy,True,15.0,75.700498,3.0,5.9,12.139919,92.0,38,79,77.741732,73.03446000000001,990.840576,True,16,2010,March
The Runaways,Drama,False,10.0,2.995811,3.0,6.3,19.42051,106.0,18,8,2525.004495,0.0,180.32485000000003,True,11,2010,March
TEKKEN,Crime,True,30.0,0.967,2.0,5.2,12.17886,92.0,20,6,2.275557,174.967241,0.0,True,6,2010,March
Kick-Ass,Action,True,28.0,96.188903,2.0,7.1,17.26045,117.0,26,42,182.18596,147.41024,753.839097,True,8,2010,March
Hot Tub Time Machine,Science Fiction,True,36.0,64.572262,3.0,5.9,11.967652,101.0,18,22,1919.530865,38.505009,5706.0712300000005,True,17,2010,March
Nanny McPhee and the Big Bang,Comedy,True,35.0,93.246388,5.0,6.0,8.983275,109.0,17,15,2322.698548,0.0,27517.392357,True,24,2010,March
Shelter,Horror,False,22.0,0.851517,4.0,5.7,11.634377,112.0,24,18,1683.973701,0.0,0.0,True,7,2010,March
Clash of the Titans,Adventure,True,125.0,232.713139,5.0,5.6,11.972347,106.0,35,123,7216.674582,343.67975800000005,188.855278,True,16,2010,April
The Perfect Game,Drama,False,12.5,3.878993,5.0,6.3,1.830829,118.0,18,14,253.669147,108.165028,0.0,True,14,2010,April
Furry Vengeance,Comedy,False,35.0,39.340177,5.0,4.6,10.794556,92.0,16,11,1831.050293,263.814148,1858.737979,True,14,2010,April
Why Did I Get Married Too?,Comedy,True,20.0,60.072596,2.0,6.1,2.5768150000000003,121.0,10,2,506.0571460000001,276.47321600000004,1750.744884,True,21,2010,April
Date Night,Comedy,False,55.0,152.26388,3.0,5.9,8.443736,97.0,29,21,3073.257063,1332.3340730000002,19870.119971,True,9,2010,April
The Extraordinary Adventures of Adèle Blanc-Sec,Fantasy,False,25.0,34.1,3.0,5.9,6.710597999999999,105.0,38,8,605.8683739999999,489.51636600000006,43.928932,False,42,2010,April
After.Life,Drama,False,4.5,3.606395,3.0,5.4,9.063797,104.0,20,45,3911.0132330000006,0.0,0.0,True,10,2010,April
The Debt,Drama,False,20.0,45.636368,3.0,6.2,8.426611,113.0,9,49,947.213047,361.927013,5277.724609999999,True,7,2010,April
Hooked on the Game 2. The Next Level,Action,True,3.5,2.294357,,5.1,0.8842409999999999,,13,8,11.113224,3.704408,,False,29,2010,April
Death at a Funeral,Comedy,False,21.0,49.050886,2.0,5.5,10.863441,92.0,15,8,5143.180044000001,81.219583,0.0,True,15,2010,April
Ip Man 2,Action,True,12.902809,36.0,1.0,7.2,1.9602,109.0,10,8,163.71381,30.574124,21.888598,False,6,2010,April
The Back-Up Plan,Comedy,False,35.0,77.477008,2.0,5.7,6.6299990000000015,106.0,15,11,1102.799669,0.0,0.0,True,14,2010,April
The Losers,Action,False,25.0,23.58,5.0,6.2,12.798367,97.0,16,6,4045.749832,75.511123,1814.507037,True,9,2010,April
Behind the Burly Q,Documentary,False,0.25,0.023859,1.0,5.5,0.386717,97.0,6,2,45.72290000000001,0.0,0.0,True,15,2010,April
Iron Man 2,Adventure,True,200.0,623.933331,1.0,6.6,19.083344,124.0,115,33,3543.673486,828.3703010000002,17.0,True,8,2010,April
A Nightmare on Elm Street,Horror,True,35.0,115.664037,2.0,5.5,10.40191,95.0,15,15,117.878223,0.0,10525.251442,True,21,2010,April
Charlie St. Cloud,Drama,False,44.0,48.190704,3.0,6.8,6.273130999999999,99.0,25,8,753.7085939999997,141.044941,27610.638745,True,15,2010,May
Glukhar v kino,,False,2.5,1.4770299999999998,,5.9,0.209434,,0,0,,,,False,12,2010,May
Four Lions,Comedy,False,0.967686,4.27,4.0,7.1,11.934045,101.0,20,13,0.0,0.0,0.0,True,9,2010,May
Badmaash Company,Comedy,False,6.25,8.5,1.0,5.6,1.490661,144.0,8,2,34.085961999999995,0.0,270.657655,False,15,2010,May
Last Night,Drama,False,7.0,7.644937,3.0,6.1,15.280219,90.0,15,15,7226.385852,0.0,282.10768599999994,True,9,2010,May
The Switch,Comedy,False,19.0,49.830607,3.0,5.9,5.6954080000000005,101.0,20,19,4802.423487,0.0,124.14528599999998,True,9,2010,May
Robin Hood,Action,False,200.0,310.66954,4.0,6.2,10.56812,140.0,34,18,5023.116077000001,2002.106263,3745.92185,True,9,2010,May
Princess Kaiulani,Drama,False,9.0,0.7714989999999999,3.0,4.8,1.818296,130.0,5,1,608.314067,0.0,0.0,True,16,2010,May
Shrek Forever After,Comedy,True,165.0,752.600867,1.0,6.0,11.803808,93.0,35,6,13829.614831,166.69850600000007,2138.321863,True,17,2010,May
Of Gods and Men,Drama,False,4.0,41.424067,6.0,6.5,4.4768360000000005,120.0,30,5,217.69418600000003,0.0,0.0,False,12,2010,May
StreetDance 3D,Drama,True,5.7731,18.14403,3.0,6.1,4.290276,98.0,16,15,0.0,0.0,368.492839,True,13,2010,May
Carlos,Crime,False,18.0,0.8712790000000001,4.0,6.7,4.558075,338.0,23,17,22.944502,0.0,0.0,True,6,2010,May
Prince of Persia: The Sands of Time,Adventure,False,150.0,335.154643,2.0,6.2,18.459955,116.0,13,46,1936.967089,1211.236188,18987.316197,True,29,2010,May
My Dear Desperado,Romance,False,0.8,4.214668,1.0,6.6,1.049484,100.0,8,5,11.301649,0.0,0.0,False,15,2010,May
Fair Game,Drama,False,22.0,24.188922,2.0,6.5,6.303785,108.0,18,3,2206.651779,947.430474,183.3206610000001,True,8,2010,May
MacGruber,Action,False,10.0,6.11,1.0,5.1,11.107782,90.0,23,3,1970.182628,0.0,63.833449,True,9,2010,May
Sex and the City 2,Comedy,True,100.0,288.347692,4.0,5.5,7.255991000000002,146.0,32,14,1229.8338120000003,415.25278600000007,10640.915479,True,14,2010,May
Singam,Action,True,2.2,9.7,2.0,6.9,1.132835,154.0,19,6,37.833333,2.9999999995311555e-06,0.0,False,6,2010,May
4.3.2.1,Action,False,4.6,1.163967,4.0,5.9,5.805666,117.0,12,10,118.178645,0.0,0.0,True,7,2010,June
Animal Kingdom,Drama,False,5.0,1.0,1.0,6.7,9.649312,113.0,32,11,8.895427999999997,0.0,0.0,True,13,2010,June
Meet Monica Velour,Comedy,False,5.0,0.031649,,5.5,1.608163,98.0,5,16,1176.400559,0.0,,True,16,2010,June
Killers,Action,False,75.0,98.159963,3.0,5.7,6.540621,100.0,34,17,1691.657049,588.6268009999999,12.032983000000002,True,7,2010,June
Get Him to the Greek,Comedy,False,40.0,90.029656,4.0,5.9,7.33335,109.0,25,19,465.4375680000001,105.17311499999998,27658.829449,True,16,2010,June
Marmaduke,Family,False,50.0,83.761844,1.0,5.0,12.285545,87.0,18,19,2375.467313,263.08092400000004,20022.383851,True,9,2010,June
The Karate Kid,Action,False,40.0,357.852395,4.0,6.2,11.690781,140.0,18,37,1777.581265,134.66684599999996,16756.762813999998,True,12,2010,June
The A-Team,Thriller,False,110.0,177.238796,8.0,6.2,16.747792999999998,117.0,60,107,4167.899265,69.751316,5489.26176,True,9,2010,June
Winter's Bone,Drama,False,2.0,13.831503,2.0,6.8,7.27941,100.0,22,13,0.0,0.0,97.006796,True,12,2010,June
Knight and Day,Action,False,117.0,261.930431,5.0,5.9,12.758942,109.0,19,109,12350.118859000002,391.576826,256.455103,True,12,2010,June
Toy Story 3,Animation,True,200.0,1066.969703,2.0,7.6,16.96647,103.0,45,38,8887.850782000001,0.0,19322.47084,True,9,2010,June
71: Into the Fire,War,False,10.4,20.96766,4.0,7.0,3.106814,120.0,11,6,0.0,0.0,0.0,True,14,2010,June
I Spit on Your Grave,Thriller,True,2.0,0.572809,3.0,6.3,12.805294,108.0,9,13,0.016344,0.0,0.0,True,16,2010,June
Wild Target,Action,False,8.0,3.453043,7.0,6.4,6.712894,98.0,14,11,5967.012078,274.92332400000004,0.0,True,10,2010,June
Jonah Hex,Action,False,47.0,10.539,1.0,4.5,9.482806,80.0,26,32,2794.706413,297.138014,8427.146153,True,8,2010,June
Monsters,Drama,True,0.5,4.242978,1.0,6.2,6.154375,94.0,5,13,0.0,0.0,356.24543,True,8,2010,June
Raavan,Action,False,4.5,4.2,2.0,4.2,1.160169,138.0,7,20,240.595892,50.0,37.0,False,6,2010,June
The Twilight Saga: Eclipse,Adventure,True,68.0,698.491347,5.0,5.9,34.047399,124.0,42,39,3292.505215,82.52818200000002,1898.078156,True,23,2010,June
Grown Ups,Comedy,True,80.0,271.43018900000004,3.0,6.0,23.981251,102.0,20,3,3083.892702,734.043273,17114.615209,True,8,2010,June
The Last Airbender,Action,False,150.0,318.502923,5.0,4.7,9.544657,103.0,21,3,0.0,1791.558818,29372.98895,True,16,2010,June
Predators,Action,True,40.0,126.24881299999998,4.0,6.0,9.034929,107.0,12,63,2486.320373,58.24286599999999,20106.145695000003,True,9,2010,July
It's Kind of a Funny Story,Comedy,False,8.0,6.49124,1.0,6.9,8.172013,101.0,28,28,593.230907,4.911725,195.986735,True,21,2010,July
Despicable Me,Animation,True,69.0,543.5139849999998,2.0,7.1,22.274502,95.0,33,25,1768.088543,0.0,27748.859105,True,12,2010,July
Rubber,Comedy,False,0.5,0.098017,8.0,5.7,5.305905,85.0,22,13,0.0,0.0,4.616458,True,6,2010,July
The Kids Are All Right,Comedy,False,3.5,34.70585,8.0,6.5,5.899155,106.0,16,14,2859.054704,1.929167999999997,0.0,True,18,2010,July
Legend of the Guardians: The Owls of Ga'Hoole,Animation,False,80.0,140.07339,4.0,6.5,17.674048000000006,97.0,22,13,67.27895000000001,710.225783,8511.398301000001,True,38,2010,July
The Sorcerer's Apprentice,Fantasy,False,150.0,215.283742,5.0,5.9,12.533525,109.0,14,5,4963.979075,1363.472861,20389.440543,True,23,2010,July
Inception,Action,False,160.0,825.5327639999998,3.0,8.1,29.108149,148.0,29,18,4318.295303,1641.9398360000002,569.1084760000001,True,9,2010,July
The Secret World of Arrietty,Fantasy,False,37.0,145.570827,6.0,7.4,8.636052000000001,94.0,18,6,0.0,0.0,715.810828,False,24,2010,July
Salt,Action,False,110.0,293.329073,4.0,6.2,8.704455000000001,100.0,42,14,4582.467052,822.2793890000002,17386.045398,True,4,2010,July
Khatta Meetha,Comedy,False,7.5,10.0,,5.1,0.494047,155.0,10,11,92.505965,10.000204,,False,12,2010,July
Scott Pilgrim vs. the World,Action,False,60.0,47.664559,2.0,7.2,13.793301,112.0,30,7,572.000311,110.61316599999998,28292.37309,True,23,2010,July
Dinner for Schmucks,Comedy,False,69.0,86.387857,6.0,5.5,11.623717999999998,114.0,20,6,2473.989212,1531.254633,29691.491873,True,17,2010,July
Cats & Dogs 2 : The Revenge of Kitty Galore,Comedy,True,85.0,112.483764,1.0,4.9,7.941636999999999,82.0,19,10,1783.948551,0.0,8651.471690999999,True,34,2010,July
The Extra Man,Comedy,False,7.0,0.453079,4.0,5.9,3.18614,108.0,16,19,679.007496,53.741686,171.568392,True,11,2010,August
The Expendables,Thriller,True,80.0,274.470394,1.0,6.0,14.75562,103.0,22,111,3857.718922000001,1111.699486,0.0,True,14,2010,August
Step Up 3D,Drama,True,30.0,159.291809,2.0,6.6,9.111782,107.0,113,5,0.0,150.81670000000005,2596.569503,True,8,2010,August
This is Sodom,Comedy,False,2.745,5.85,1.0,7.5,0.63535,88.0,11,5,0.0,0.0,0.0,False,11,2010,August
The Other Guys,Action,False,100.0,170.432927,2.0,6.1,12.536621,107.0,29,10,4006.128087,381.64800700000006,17679.374471,True,12,2010,August
Flipped,Romance,False,14.0,1.755212,1.0,7.4,10.279685,89.0,20,71,218.818854,931.676514,0.0,True,7,2010,August
"Tomorrow, When the War Began",Action,False,27.0,16.504935999999994,2.0,6.2,4.983475,103.0,11,23,121.975011,0.0,0.0,True,24,2010,August
Eat Pray Love,Drama,False,60.0,204.594016,3.0,5.8,15.904834,133.0,19,16,5559.152480000001,6.754897999999997,17849.807398,True,11,2010,August
PEEPLI [Live],Drama,False,2.27,6.9,,7.7,2.927226,104.0,8,4,0.0,0.0,,False,12,2010,August
The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure,True,155.0,415.686217,3.0,6.2,12.383398,113.0,22,31,909.706422,669.2457880000002,1066.541074,True,47,2010,August
Vampires Suck,Horror,True,20.0,80.547866,2.0,4.2,8.129407,82.0,21,18,82.39212800000001,234.17010500000004,2525.765724,True,12,2010,August
Piranha 3D,Comedy,True,24.0,83.188165,6.0,5.3,8.212132,88.0,20,22,636.72432,142.06015200000002,852.518585,True,9,2010,August
Secretariat,Drama,False,35.0,60.251371,3.0,6.8,7.681383,123.0,26,46,2427.012556,114.660784,20604.724285,True,11,2010,August
Hatchet II,Horror,True,2.5,0.052604,2.0,5.6,12.525758,89.0,25,8,95.470875,3.06586,3.06586,True,9,2010,August
Howl,Drama,False,0.03,0.617,2.0,6.8,5.416588,84.0,15,7,2556.953089,0.0,0.0,True,4,2010,August
Takers,Action,False,32.0,69.055695,1.0,6.1,7.000421,107.0,18,9,2587.642535,0.0,76.67139099999999,True,6,2010,August
The Last Exorcism,Horror,True,1.8,67.73809,3.0,5.6,6.397109,87.0,8,10,0.0,0.0,0.0,True,15,2010,August
Inhale,Drama,False,10.0,0.055089,1.0,6.3,4.163207,100.0,11,13,862.129326,0.0,47.175038,True,6,2010,August
The American,Crime,False,20.0,65.464324,5.0,5.8,7.275649,104.0,20,51,2896.458132,8.159508000000002,60.795477000000005,True,11,2010,August
Machete,Action,True,20.0,31.327899,4.0,6.3,7.120403,105.0,29,18,2125.0564910000003,913.553698,1482.2272910000002,True,7,2010,September
Going the Distance,Comedy,False,32.0,42.045846,2.0,6.0,6.876053,102.0,26,19,3182.747036,1.434435999999998,10929.263171,True,16,2010,September
Wall Street: Money Never Sleeps,Drama,True,70.0,134.748021,4.0,5.8,9.819864,133.0,20,5,5715.230637000001,1117.866042,20232.394508,True,27,2010,September
The Way Back,Drama,False,30.0,20.348249,8.0,6.8,9.402082,133.0,10,92,1374.083204,839.203092,0.0,True,10,2010,September
Incendies,Drama,False,6.8,7.1038380000000005,3.0,7.9,8.596012,130.0,23,69,0.0,0.0,0.0,False,9,2010,September
The King's Speech,Drama,False,15.0,414.2115490000001,8.0,7.6,11.260387,118.0,40,93,2638.2307100000003,0.0,935.70675,True,15,2010,September
Super,Comedy,False,2.5,0.324138,3.0,6.6,8.309635,96.0,48,27,1399.6013689999995,0.0,126.259801,True,5,2010,September
Resident Evil: Afterlife,Action,True,60.0,300.228084,3.0,5.8,0.452934,97.0,15,33,948.049967,511.368286,587.6691489999998,True,22,2010,September
13 Assassins,Adventure,False,6.0,17.555141,2.0,7.1,9.534232,141.0,26,9,4.354474,2.725258,34.711805,False,11,2010,September
Easy A,Comedy,False,8.0,74.95230500000002,2.0,6.7,15.138144,92.0,55,45,357.075414,18.599102,336.131686,True,5,2010,September
Late Autumn,Drama,False,6.2,4.82,3.0,6.9,1.077252,113.0,6,2,0.0,0.0,0.0,False,10,2010,September
The Conspirator,Crime,False,25.0,15.4788,2.0,6.2,5.481452,122.0,18,75,1146.771335,332.999156,257.88498400000003,True,14,2010,September
The Romantics,Comedy,False,4.5,0.12382,3.0,4.8,8.786269,95.0,9,3,1665.764172,0.0,0.0,True,12,2010,September
Logan,Comedy,False,0.135,0.010474,3.0,5.3,0.5888720000000001,94.0,12,12,0.0,0.0,0.0,True,5,2010,September
The Virginity Hit,Comedy,False,2.0,0.563706,2.0,4.6,2.235068,120.0,8,2,0.0,0.0,0.245,True,15,2010,September
Trust,Crime,False,9.5,0.12,3.0,6.6,7.778097,104.0,32,35,1462.262229,33.0,144.793488,True,5,2010,September
Conviction,Drama,False,12.5,6.73298,6.0,7.0,11.024462,107.0,30,16,1761.603192,0.0,0.0,True,10,2010,September
Beginners,Drama,False,3.2,5.3329260000000005,3.0,6.8,6.726389999999999,105.0,31,22,5676.764182,1.9191970000000005,0.0,True,9,2010,September
Vanishing on 7th Street,Mystery,False,10.0,1.068682,5.0,4.8,8.419427,92.0,13,34,5567.301778,15.192122,3.606395,True,20,2010,September
Dirty Girl,Drama,False,4.0,0.055125,1.0,6.4,10.964499,90.0,17,11,868.628014,0.0,0.0,True,9,2010,September
The Ward,Horror,False,10.0,0.498974,5.0,5.8,5.7279870000000015,88.0,20,16,140.02921,328.98142700000005,4.82,True,7,2010,September
Insidious,Horror,True,1.5,97.00915,4.0,6.8,17.24814,103.0,19,14,621.9288760000001,143.103535,34.798056,True,9,2010,September
Never Let Me Go,Drama,False,15.0,9.455232,3.0,6.8,8.278794,104.0,24,33,2881.2674690000003,52.223306,1844.336455,True,12,2010,September
The Town,Crime,False,37.0,154.026136,4.0,7.0,13.081203,125.0,48,38,2527.642251,34.619699,1394.64124,True,7,2010,September
Sarah's Key,Drama,False,10.0,17.511906,9.0,7.2,6.091224,111.0,13,14,292.075421,0.0,113.935156,False,10,2010,September
Casino Jack,Crime,False,12.5,1.083683,7.0,6.0,8.5508,108.0,16,2,1953.881796,0.0,0.0,True,10,2010,September
Catfish,Documentary,False,0.03,3.045943,1.0,6.5,5.174738,87.0,5,3,0.0,0.0,0.0,True,7,2010,September
Alpha and Omega,Family,True,20.0,39.3,3.0,5.3,8.16645,88.0,12,4,1655.0597750000002,0.0,0.0,True,13,2010,September
Detective Dee and the Mystery of the Phantom Flame,Action,True,13.0,51.723285,1.0,6.5,7.17548,119.0,6,2,106.477078,78.22295499999998,0.0,False,42,2010,September
Buried,Drama,False,1.98765,19.15248,4.0,6.6,7.389436999999999,94.0,20,15,666.846787,0.0,0.0,True,6,2010,September
You Again,Comedy,False,20.0,32.005247999999995,3.0,6.0,12.820452,105.0,16,13,4400.756559,288.07369,0.0,True,8,2010,September
Anjaana Anjaani,Comedy,False,6.4,5.9,2.0,6.1,1.82294,151.0,7,4,109.363082,9.6,0.0,False,14,2010,September
The Social Network,Drama,False,40.0,224.920315,3.0,7.1,16.972995,120.0,99,105,219.61287399999995,1312.478217,18054.401414,True,16,2010,September
Pro Lyuboff,Romance,False,2.0,1.268793,1.0,4.0,0.121844,107.0,10,9,6.278656,0.0,3.8774920000000006,True,10,2010,September
Stake Land,Drama,True,0.65,0.033245,3.0,6.2,7.814255,98.0,14,18,472.532182,0.0,0.0,True,9,2010,September
Let Me In,Drama,False,20.0,24.145613,4.0,6.7,11.11946,116.0,24,21,193.844304,170.764026,0.5444759999999995,True,7,2010,October
Welcome to the South,Comedy,True,4.0,65.58467900000001,5.0,6.6,6.700081,102.0,14,3,0.0,0.0,5.729042000000007,False,17,2010,October
Freakonomics,Documentary,False,3.0,0.103735,4.0,6.7,2.444847,93.0,19,27,0.0,0.0,0.0,True,12,2010,October
Enthiran,Action,False,26.4,62.0,1.0,6.5,4.330396,155.0,13,21,171.999465,49.5,0.0,False,8,2010,October
Life As We Know It,Comedy,False,38.0,105.610124,2.0,6.6,7.824961999999997,114.0,20,83,2804.932442,1.7448579999999936,0.0,True,14,2010,October
Skinning,Action,False,0.5,0.000198,1.0,5.9,1.018477,97.0,13,25,0.0,0.0,0.0,False,8,2010,October
Stone,Drama,False,22.0,9.479718,2.0,5.2,11.275132,105.0,11,2,4481.699334999999,2.037545,0.0,True,5,2010,October
Inside Job,Documentary,False,2.0,7.871522,2.0,7.7,10.30535,109.0,9,31,3692.387376,1.431623000000001,326.864411,True,9,2010,October
My Soul to Take,Drama,False,25.0,19.829957,2.0,5.2,5.2829760000000014,107.0,14,10,27.833753,732.823493,69.94344899999999,True,12,2010,October
Black Bread,Drama,False,6.0,3.770657,2.0,6.9,3.546146,108.0,11,4,0.0,0.0,0.0,False,10,2010,October
RED,Action,True,58.0,71.664962,4.0,6.6,12.595165,111.0,29,13,6283.282786000001,324.617091,1844.716215,True,3,2010,October
Everything Must Go,Comedy,False,5.0,2.614773,2.0,6.0,4.779994,97.0,17,22,1596.911938,0.0,0.0,True,16,2010,October
Hereafter,Drama,False,50.0,105.197635,4.0,5.8,7.9427660000000015,129.0,44,2,3957.726578,2062.747028,2353.030908,True,9,2010,October
Jackass 3D,Comedy,True,20.0,117.224271,1.0,6.4,10.997518,94.0,42,15,484.5062170000001,137.06102400000003,139.66164300000003,True,9,2010,October
Harry Potter and the Deathly Hallows: Part 1,Adventure,True,250.0,954.305868,2.0,7.5,23.300362,146.0,84,17,16287.561332999998,1872.171935,8437.685153,True,37,2010,October
West Is West,Comedy,True,3.837625,3.867,2.0,6.3,0.7496649999999999,103.0,13,4,96.492464,0.0,386.636869,True,10,2010,October
Paranormal Activity 2,Horror,True,3.0,177.512032,3.0,5.7,7.388933,91.0,10,27,193.5228,0.0,29777.87973,True,19,2010,October
Little White Lies,Comedy,False,25.0,48.53147,3.0,7.1,7.594334,154.0,27,21,232.182621,0.0,0.0,False,15,2010,October
The Company Men,Drama,False,15.0,4.882577,2.0,6.4,5.858803,104.0,13,39,6199.628482,0.0,227.777818,True,13,2010,October
Saw: The Final Chapter,Horror,True,20.0,136.15043400000002,3.0,5.8,16.626655,90.0,10,15,1062.3328659999995,68.23362900000001,850.028,True,19,2010,October
Barney's Version,Comedy,False,30.0,8.454301,1.0,7.2,7.524794,134.0,10,24,4106.382573999999,0.0,0.0,True,15,2010,October
Megamind,Animation,False,130.0,321.887208,1.0,6.7,11.603905,95.0,23,14,6566.95768,0.0,2890.92273,True,8,2010,October
The Other Woman,Drama,False,30.0,102.0,3.0,6.0,6.212898,98.0,16,75,3579.031291,42.65854999999999,141.774679,True,13,2010,October
Burke & Hare,Comedy,False,10.0,4.3491870000000015,5.0,6.1,7.787592999999997,91.0,22,19,756.7431999999999,830.878529,4.706919,True,10,2010,October
Troll Hunter,Fantasy,False,3.5,4.159678,3.0,6.7,6.097683999999999,103.0,7,36,0.0,0.0,0.0,False,11,2010,October
The Princess of Montpensier,Action,False,14.734000000000002,6.775121,1.0,6.4,2.156145,139.0,31,14,203.080146,0.0,19.271312,False,24,2010,November
Unstoppable,Action,False,100.0,167.805466,5.0,6.3,12.697059,98.0,20,27,3776.692693,1961.807656,20367.142529,True,11,2010,November
Due Date,Comedy,False,65.0,211.780824,3.0,6.2,11.73956,95.0,18,57,3414.947242,854.1565650000002,1548.667376,True,7,2010,November
Another Year,Comedy,False,8.0,18.124262,2.0,7.0,5.000657,129.0,14,20,112.197706,32.740502,4.27,True,11,2010,November
127 Hours,Adventure,False,18.0,35.69292,7.0,7.0,11.176797,94.0,29,68,2270.210558,659.780344,1853.791687,True,8,2010,November
Don't Be Afraid of the Dark,Fantasy,False,25.0,36.993168,5.0,5.4,8.67817,99.0,9,69,825.876304,0.0,5323.360978,True,22,2010,November
London Boulevard,Drama,False,25.0,4.644108,4.0,5.7,11.421915,103.0,22,5,4555.331659,0.0,27.409889000000003,True,15,2010,November
Skyline,Science Fiction,False,10.0,66.82103599999999,5.0,4.7,7.676017,100.0,13,22,0.1942870000000027,41.797066,327.052449,True,7,2010,November
Tiny Furniture,Romance,False,0.065,0.416498,1.0,5.6,2.799356,99.0,21,12,0.0,0.0,0.0,True,13,2010,November
The Next Three Days,Romance,False,30.0,51.148651,3.0,6.9,9.591425,133.0,42,18,2946.0525380000004,127.951851,986.1784340000002,True,16,2010,November
Love & Other Drugs,Drama,False,30.0,102.820008,6.0,6.6,7.5756960000000015,112.0,21,4,3812.253013,1122.4954040000002,331.516799,True,15,2010,November
Faster,Crime,False,24.0,23.081726,4.0,6.1,9.014972,98.0,20,74,2296.835301,91.866456,814.179024,True,6,2010,November
Burlesque,Drama,False,55.0,89.519773,1.0,6.9,9.276539,119.0,33,19,516.7226740000001,0.0,434.336807,True,9,2010,November
The Nutcracker: The Untold Story,Fantasy,False,90.0,16.178959,4.0,5.3,3.394928,110.0,12,3,903.031525,80.72179600000001,0.0,True,28,2010,November
Tangled,Animation,True,260.0,591.794936,2.0,7.4,14.684760999999998,100.0,13,79,724.246349,0.0,20664.975656,True,7,2010,November
Space Battleship Yamato,Science Fiction,False,12.0,11.212294,13.0,6.3,5.23198,131.0,17,11,234.710455,33.053559,69.932387,False,21,2010,December
Black Swan,Drama,False,13.0,327.803731,4.0,7.3,12.989056,108.0,29,101,3620.438703,70.62014500000004,1889.484607,True,9,2010,December
The Warrior's Way,Adventure,False,42.0,11.087569,1.0,6.3,5.510805,100.0,13,22,2175.559437,0.0,0.0,True,15,2010,December
The Tourist,Action,False,100.0,278.731369,11.0,6.0,12.845045,103.0,46,30,9394.474404,70.0,18279.321729,True,10,2010,December
New Kids Turbo,Action,True,1.5,8.786756,2.0,6.3,4.3306580000000015,84.0,25,8,0.0,0.0,0.0,False,12,2010,December
TRON: Legacy,Adventure,True,170.0,400.062763,6.0,6.3,21.259,125.0,23,27,1581.564719,0.0,21256.770592,True,11,2010,December
Beyond,Drama,False,3.0,4.80008,3.0,6.2,0.702712,99.0,10,6,214.839043,0.0,4.9713400000000005,False,6,2010,December
Yogi Bear,Comedy,False,80.0,201.584141,5.0,5.2,6.598296,80.0,14,8,2856.116382,101.70206000000002,287.301212,True,8,2010,December
Six Degrees of Celebration,Comedy,True,5.0,22.772019,1.0,6.1,2.025505,89.0,15,9,22.212223,384.767762,92.362717,False,23,2010,December
Rabbit Hole,Drama,False,5.0,5.1290580000000014,1.0,6.8,7.007992999999999,91.0,28,10,2899.780901,5.179037,0.0,True,10,2010,December
How Do You Know,Comedy,False,120.0,48.668907,3.0,4.9,5.458387,121.0,16,19,4199.963376,420.468782,18558.053098,True,12,2010,December
The Last Circus,Action,False,7.0,3.218666,7.0,6.6,4.896196,101.0,13,15,7.735143,4.367497,6.404075,False,13,2010,December
The Fighter,Drama,False,25.0,93.617009,1.0,7.2,14.141837,116.0,72,61,5439.310941,122.702438,29955.391762,True,10,2010,December
Little Fockers,Comedy,True,100.0,310.6505850000001,6.0,5.5,9.73941,98.0,18,9,10238.085197,35.483698000000004,30049.008771,True,13,2010,December
Country Strong,Drama,False,15.0,20.529194,3.0,5.9,4.582024,117.0,7,10,2416.031851,0.0,0.0,True,13,2010,December
True Grit,Drama,False,38.0,252.276927,4.0,7.2,10.730765,110.0,31,17,6244.192439,705.775716,30359.659356,True,8,2010,December
Gulliver's Travels,Comedy,False,112.0,237.382724,4.0,4.9,7.565799,85.0,16,22,3192.67392,0.0,20534.947995,True,17,2010,December
Blue Valentine,Drama,False,3.5,16.56624,7.0,6.9,11.107914,112.0,15,26,387.97973,0.0,0.0,True,13,2010,December
Tri bogatyrya i Shamakhanskaya tsaritsa,Animation,True,3.0,19.010585,,5.6,1.412333,73.0,5,2,5.198423000000002,0.0,,False,35,2010,December
The Last Godfather,Action,False,13.4,16.7,,4.7,1.223071,100.0,15,2,1183.521306,53.58740400000001,,True,16,2010,December
The Good Doctor,Drama,False,6.0,0.005206,,5.0,8.278079,93.0,22,2,3841.356871,0.0,,True,13,2011,January
Season of the Witch,Adventure,False,40.0,88.1,2.0,5.2,13.471159,95.0,12,21,4272.872882,398.883971,564.390902,True,16,2011,January
The Green Hornet,Action,False,120.0,227.817248,3.0,5.5,7.888013000000001,119.0,13,15,1178.906426,94.206369,682.084038,True,14,2011,January
The Mechanic,Action,True,40.0,51.070807,5.0,6.3,9.832342,93.0,17,21,1797.4616850000002,715.3884129999999,0.0,True,11,2011,January
Gnomeo & Juliet,Animation,False,36.0,189.712432,2.0,5.8,9.244469,84.0,14,8,3055.145275,122.56353900000002,0.0,True,13,2011,January
The Dilemma,Comedy,False,70.0,67.112664,4.0,5.2,7.513066999999999,111.0,110,36,3565.3748800000003,3242.950036,4056.59139,True,10,2011,January
